SR_NUMBER,SERVICE_ACTIVITY,RNSN,QUANTITY_REQUIRED,PARTS_CHARGE,DOCUMENT_NUMBER
sr_number_vVWA79C8cL_V03fTR4vn,Issue from Inventory,rnsn_b09wHqiS4O5wpJYuF-bi,1.0,1.71,null
sr_number_vVWA79C8cL_V03fTR4vn,Issue from Inventory,rnsn_kyvqFKkbg3c3UeZYhiGt,1.0,994.32,null
sr_number_10EkS9wjmwuTN9Ip3VFf,Issue from Inventory,rnsn_LDUaO9wUkw7QjSyUBYkX,1.0,11022.4,null
sr_number_IS4DcZFK34ImAu6kOM2Z,null,rnsn_jk4sGOtkqc3XpqmAs8gI,1.0,null,document_number_b2ycwEOzeUYGDXfj7YfH
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_bHiIrKdrHx_oJ1aO0-Pm,1.0,9.12,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_Ibo8HhbItI883f5S2Oko,1.0,0.23,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_coXfCOWzXsV8TRUXyuH9,1.0,0.32,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_TOc0_AUxViC8Z5_s-s2L,1.0,0.36,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_mBEouLpr0gQWUtmDzTvo,1.0,0.48,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_8kue3GWtVlvDv3Hr07RH,1.0,0.56,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_4_H0-r9BpVy_Fw1_0rXy,1.0,3.92,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_kqz68LjCcHG10WzV0Ei1,1.0,171.23,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_7MImJ26w76hujVnqgeRO,1.0,4.88,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_xDwYWj2kPlyEgfzwoya3,1.0,47.41,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_I-S2LT4czFLAv1iiZrTE,1.0,6.17,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_6fmUhBveqD4lR_1Vlzfo,1.0,3.07,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_VtskAtMePu2OGUThWECS,1.0,1905.0,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_728ztLsMUVUgYDb4QpBQ,1.0,185.0,null
sr_number_u_n9EKRL7W7MjtLKw39P,Issue from Inventory,rnsn_Od76bQajcrW89c0vbO3W,1.0,200.47,null
sr_number_u_n9EKRL7W7MjtLKw39P,null,rnsn_SKSzXO1WEr2kBZxGh0y5,1.0,null,document_number_jjK5-ed6LYYfO96VPTWp
sr_number_u_n9EKRL7W7MjtLKw39P,null,rnsn_SIdQLriAybd07KRSN5GB,1.0,null,document_number_VU017TwZ91YY5RNphckg
sr_number_u_n9EKRL7W7MjtLKw39P,null,rnsn_e1fNBSFXqxbyuxMnP7wH,1.0,null,document_number_g31QxwjLlow1JcKE2pZR
sr_number_4700QYG_bslBkSy37TSK,null,rnsn_r0P4isYUjC4WQZYROrto,1.0,null,document_number_1F6VHFT8y4XK8srwakGT
sr_number_4700QYG_bslBkSy37TSK,null,rnsn_qTAxjOz1lNpi_K7A80nq,1.0,null,document_number_ykHQheDP4OKX2ehaOiMU
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_lbnqNJ2u759VofTDlR-4,1.0,1.26,null
sr_number_Cu-0V0uzdHnB3feSF1UT,Issue from Inventory,rnsn_1JF3f95uY201DLXOt5-I,1.0,164.54,null
sr_number_5gQCu1ta-5IziNnoJLzn,Issue from Inventory,rnsn_Mm53Sn3F7Yb68UImMOYy,1.0,70390.3,null
sr_number_5gQCu1ta-5IziNnoJLzn,Issue from Inventory,rnsn_sXOy3u5HwhkW2MCNO-cX,1.0,74625.54,null
sr_number_uoa1rrsXXmY4qJOlp0xO,null,rnsn_La1z1VWMXcbZ-1gAgR4Z,1.0,null,document_number_vYZ40k0w58MA2AuiwEoj
sr_number_S3yc6PV5Bwd8kcO07ETO,Issue from Inventory,rnsn_fhDfZDCAxNMe11aTEjez,2.0,53.84,null
sr_number_TF9GUAT7CXDTaHAYK7TV,Issue from Inventory,rnsn_z5awBQKZD8nZkDj6kuTp,1.0,6817.28,null
sr_number_TFwYMyUPnlozqgRHvWtL,null,rnsn_NOLDR85f_2V5oT5KOQGC,1.0,null,document_number_2REL41LDNcYC71mS-pG3
sr_number_TFwYMyUPnlozqgRHvWtL,null,rnsn_LyypTTYQamKSLi-4Env6,1.0,null,document_number_NQmvu_9NFN6LUCF5D_Xs
sr_number_TFwYMyUPnlozqgRHvWtL,null,rnsn_LmcKuajqHy-VLnct9Sja,2.0,null,document_number_RynFX7eyhL2SA18W85S-
sr_number_TFwYMyUPnlozqgRHvWtL,null,rnsn_zrFkDz9_x03IZJq4g1LY,2.0,null,document_number_-Gai7oaLxD2iGL3Fsa8Z
sr_number_TFwYMyUPnlozqgRHvWtL,null,rnsn_kyvqFKkbg3c3UeZYhiGt,1.0,null,document_number_yeZ2fa4YG9q9os3cqFdE
sr_number_byQt0nSexWzuNd9tYvxT,null,rnsn_4_5RDdHAUyB9FjYZUYk1,1.0,null,document_number_-B9MbUMpiiheNcrgSkNI
sr_number_byQt0nSexWzuNd9tYvxT,null,rnsn_Bgv0MsVeSMn2KlRqspfK,1.0,null,document_number_4yqfuKQrClqJsH6Fn3gB
sr_number_byQt0nSexWzuNd9tYvxT,null,rnsn_WBk9Tmbn17Qbxai3vQ6x,1.0,null,document_number_KlH2qwTOTfBvL5hqrU-4
sr_number_byQt0nSexWzuNd9tYvxT,null,rnsn_wTZyMPDqnW1T5Cwxxfvp,1.0,null,document_number_Z3036Qp1TdyGBLxIBHDu
sr_number_byQt0nSexWzuNd9tYvxT,null,rnsn_rlXDbtWYEK0RLHTP_Y4A,1.0,null,document_number_MF1_l34CThgOL9-shYhb
sr_number_FWk5m4eMrZPUTvMi35E-,null,rnsn_AnucQ0ZrIZ263QdJc9lZ,1.0,null,document_number_pkJWPnUESDmO647gBnSn
sr_number_ZHuozEfao__bT7wWJHp8,null,rnsn_DlbpyXuDbU49b9UMv5SX,1.0,null,document_number_a4QC4wnCMXjRviPCxCCh
sr_number_ZHuozEfao__bT7wWJHp8,null,rnsn_hraRWJFj7uhbT4QcRSMU,4.0,null,document_number_8nfx29DPfl8RBoHZ_Qhc
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_VDpTLfrbjo8LKWCv01xJ,1.0,null,document_number_nbx3pnFJowUIWGatu7g7
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_k5Ng_g1mhfW2Xlt8xCoS,1.0,null,document_number_D7g2Epv9qamsH_GYjcNa
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_Khhte-Kx_RsYbKd5PiNR,2.0,null,document_number_vqhrPufICWJqmAgxkf19
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_H4ncKu0_Uj2I7auRlQay,2.0,null,document_number_Wv_pcwONYl2jyeSNr2_7
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_zeb0pqA4JjgastGoYuqU,1.0,null,document_number_6Jyw8AtPDcleeNThQZdD
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_4Q9POu_Trlsuy5oMfqXO,2.0,null,document_number_7lOTb3iAbUJ3VkrTuK3R
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_hraRWJFj7uhbT4QcRSMU,2.0,null,document_number_4IgGp7iAq9Ij3wMOPZ5f
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_jzHbeL4qHllA556ZVoTI,1.0,null,document_number_bJ6g989AUr0zU2D_zmv0
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_VDpTLfrbjo8LKWCv01xJ,1.0,null,document_number_kimTHwTfWoL6B0jcl4HW
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_k5Ng_g1mhfW2Xlt8xCoS,1.0,null,document_number_M2Z9ujzB2NGsRhRoAz74
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_Khhte-Kx_RsYbKd5PiNR,2.0,null,document_number_UuH2Vy_d9smmNd5KHXvR
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_VDpTLfrbjo8LKWCv01xJ,1.0,null,document_number_WC4p2rSNOQ_YwLNcUhcI
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_k5Ng_g1mhfW2Xlt8xCoS,1.0,null,document_number_HvdEtZUJP18xr8x0mXdT
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_Khhte-Kx_RsYbKd5PiNR,2.0,null,document_number_ncPkiaqVVMwufj8yhnue
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_VDpTLfrbjo8LKWCv01xJ,1.0,null,document_number_ZVoLNvh0mnOUf85-7RGi
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_k5Ng_g1mhfW2Xlt8xCoS,1.0,null,document_number_QHyHLWMRy1jNjEmNpve_
sr_number_g08G0BO5T5a5NkECPOlz,null,rnsn_Khhte-Kx_RsYbKd5PiNR,2.0,null,document_number_EjqJS4qZLyeqFAENKZte
sr_number_FHNFdVrYQFGqvAR_1ZJF,null,rnsn_2VWFjfqimWfNhqujn3CR,4.0,null,document_number_6yTgNSUaWG0rKPrRFmnT
sr_number_FHNFdVrYQFGqvAR_1ZJF,null,rnsn_SudbY3MKeQdecAlqFDGu,4.0,null,document_number_sSPhZ_5nmZK3ZYwkDzXU
sr_number_595cZ2jMNBnilLU9NXzO,SECREP Exchange,rnsn_8Xz9-_hDF7ymeooXffTO,1.0,1059.25,document_number_up8yJoo-YEoLWyiyInWh
sr_number_9X36zfNqnGYOSNgl1ChH,Issue from Inventory,rnsn_pgti7o9dOV4NwHLCIq6k,1.0,2.16,null
sr_number_f3EXEbF7ZQLp_bp1DjCz,Issue from Inventory,rnsn_R1722Z9TL2voOYn4saal,1.0,35.82,null
sr_number_f3EXEbF7ZQLp_bp1DjCz,Issue from Inventory,rnsn_fQqEgI2DP4YF5PZC2MrN,1.0,2.34,null
sr_number_f3EXEbF7ZQLp_bp1DjCz,Issue from Inventory,rnsn_-LwA7uEeF5W9Gw4BOrVu,1.0,0.53,null
sr_number_dSTdBbkL5xkEM5HHmCB6,null,rnsn_9D-Hzr2ZMld-pSlZo3qe,1.0,null,document_number_kaP531hz_86J7-dkpHbx
sr_number_dSTdBbkL5xkEM5HHmCB6,null,rnsn_tCyUuJTPh73SjqyLcpF1,10.0,null,document_number_B9UNbUTGXUbg1sz6veCj
sr_number_rLUhHUYH8vwcUbonfHWn,Issue from Inventory,rnsn_uSJXeFqmv8IejS76yAA6,1.0,165.26,null
sr_number_Tm-P7tfe8aL5R7DbpwnB,Issue from Inventory,rnsn_8710URqORsqxUKOa3exz,2.0,394.92,null
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_kNpLo1m4ar6fG1GZyoP4,1.0,null,document_number_bNS4fwCFfCR0zClNaGUd
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_ACA44IU7bLqSOTrvqZWx,1.0,null,document_number_xyZdtynnjKIkuT3yujD6
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_pvvFfk0Kf1bx5tbku8ch,1.0,null,document_number_Z06WB_3mDJ5mTJlFNs5c
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_J0nT3FHsVmqhccW3cPju,1.0,null,document_number_b6x8yfGUfRRe7AlPeH2M
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_597bM4jTK0qX6KyUh1uo,1.0,null,document_number_aTTW2yqVz3UkwnTer-pq
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_aaxZO6iZM9YqzzZtZa_r,1.0,null,document_number_8kToVPWbgx-xHywW-d71
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_JwKRuaSMvPKrVXLtf6BQ,1.0,null,document_number_Y-5j1AJXTCNC514zTpi9
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_Jv3AJsQcz2gNdZLdo2NT,2.0,null,document_number_dbhhxQ-S5jd-f-DCySyh
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_-1cVFBOedfcUhl1jo-fY,1.0,null,document_number_J80YxUyoYy_EHum0uWmF
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_ykor5_3rXvgSW3HLpKWd,1.0,null,document_number_1YIJGmq4GKMygbHQbCMH
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_glq_mDIGXj_6DlMks4wT,1.0,null,document_number_TjnejcgxtKFzf0z0Vbba
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_PCxpX3dTKy2d6pa8VVgD,1.0,null,document_number_6YPhfLEKgnNmpwvMu_YB
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_kuBzBmff7LLZIMKpjim3,1.0,null,document_number_AlCbh0cgBZ0jk340LaNp
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_uAt84lzm__SUayhiCdAb,1.0,null,document_number_oxcEsfhnw04_mFVM94-U
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_C6-UMCrrnmjupsKq3Ybi,2.0,null,document_number_9wRgcTK8B6VJdl5WQ8A3
sr_number_tKUyc5xU3pxghb5mUEVD,null,rnsn_gHXwOMGsgALRuVzRrVwj,1.0,null,document_number_cFTtQBHMgp8npmaBZ6wc
sr_number_vp5jVMFeWaxc5VZEYWUv,Issue from Inventory,rnsn_8WlpCqupESt5tNt23QCU,1.0,457.08,null
sr_number_4wZPcv_RVRMxQyGjwYRq,null,rnsn_QeBvJZh4w3-KNyoGjbv9,1.0,null,document_number_0PlAN-ESb6yleY7eVlev
sr_number_4wZPcv_RVRMxQyGjwYRq,null,rnsn_nHd6Pg8YTr2C43ZZ_L8_,1.0,null,document_number_Z0Eqxt3NTBS8UT0ayjE4
sr_number_4wZPcv_RVRMxQyGjwYRq,null,rnsn_rlXDbtWYEK0RLHTP_Y4A,1.0,null,document_number_YURxKWq97wm10Ccojyp6
sr_number_sgKhQEvT4KrzL3a5A-_p,Issue from Inventory,rnsn_X_RYj-xDu-nfAUSaiW4l,0.3,2.32,null
sr_number_amRyjdH-MUVg4e4h9ErI,Issue from Inventory,rnsn_qJy8uO7PjP4VA3blvF5c,1.0,12.18,null
sr_number_Z3sMoTQF5juYg2Ckc3TD,null,rnsn_aWrOWHfpQCbAcFEybnHW,1.0,null,document_number_l94H9n_D6jIrbCKRqV0F
sr_number_Z3sMoTQF5juYg2Ckc3TD,null,rnsn_MOBmFRaOsa-2lgWwMD2F,1.0,null,document_number_J5ksQp8-rQc2yWnpRyd9
sr_number_Z3sMoTQF5juYg2Ckc3TD,null,rnsn_tFo4S7m8kD-pV6HTLLGJ,1.0,null,document_number_C1Ir8Nnxw7RwyDB2BXKS
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_nbtQtlYSZdrwpOIT0EWl,1.0,null,document_number_ZUX6bgBFTHGFvRR2MXKt
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_WjjCZvd5Yo5GYBxJmfwA,1.0,null,document_number_AqxXPhL_C2_w-8ezO0qf
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_IQCiIhSBlv1F5LxKffyG,1.0,null,document_number_JM0i58S1WYN_jK5ti5vZ
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_AxK37vTXBcWTdTEk9TIv,1.0,null,document_number_1hlRlPTB1WF4NkVZJWWn
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_T-2OQRlqYFE-a9pGNhkR,1.0,null,document_number_eiXvyTreo9JUBUgshgXD
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_C08yxkErQ_kIUHJfJ-mK,2.0,null,document_number_FFEWyqIeApyC_lJHhYz1
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_jlVGm8JJAPkEaaZPTKy-,4.0,null,document_number_cMYtM-aRdN0rm_E2BXJ1
sr_number_3s7MgeckfqaQTq-etP-I,null,rnsn_14Hn-ryNxg9HUOqarBG7,2.0,null,document_number_gUNdJxytAozgxLvxdPGn
sr_number_4wZPcv_RVRMxQyGjwYRq,null,rnsn_QmH-HFwRCBFz28RHMF1z,1.0,null,document_number_mD5tSMW6HHkO1rmQ0OC7
sr_number_OF8gMfWGlZ6EOGIax8CK,Issue from Inventory,rnsn_NdQSDgWbeX3XVZLLvkM4,1.0,91.37,null
sr_number_OF8gMfWGlZ6EOGIax8CK,Issue from Inventory,rnsn_k8Zg3-MBnrFO0kRmTZUg,1.0,1308.48,null
sr_number_OF8gMfWGlZ6EOGIax8CK,Return to Inventory,rnsn_k8Zg3-MBnrFO0kRmTZUg,1.0,1308.48,null
sr_number_vEbhCJ2l8m1IqZWV8cl0,Issue from Inventory,rnsn_OXn-PVtCvp0QoU8ShYuS,1.0,212.63,null
sr_number_vkpJAjxcZx5sgf7vv3mu,Issue from Inventory,rnsn_4U3ZY_witUxkBRpIVSi1,1.0,152.0,null
sr_number_vkpJAjxcZx5sgf7vv3mu,Issue from Inventory,rnsn_Ulg_V9VizlmzuH9ys5nR,1.0,0.02,null
sr_number_h5voWpOLDQhcTnL2R_97,null,rnsn_Ns4PlX6IMllcSFFxfToJ,1.0,null,document_number_5xRvVugaLCUON-FtlT1g
sr_number_AI5iZF6BB-Kgfn9PK-qX,null,rnsn_lpB1djWtuVwySQF5njZP,1.0,null,document_number_zowWxdFzsp6TAbsOtfod
sr_number_AI5iZF6BB-Kgfn9PK-qX,null,rnsn_aTAYB7Jak6ma-l8bTnAL,1.0,null,document_number_Y9CkE6QyqH-5B_go3dXM
sr_number_AI5iZF6BB-Kgfn9PK-qX,null,rnsn_90c5UFX-wDJSOnWTRlCv,1.0,null,document_number_Qbw-WngpuUSLsLSUHcpr
sr_number_AI5iZF6BB-Kgfn9PK-qX,null,rnsn_8kHY_xhjLErOVtFCnJwW,1.0,null,document_number_XrLGHlKdfZM9R6bLHLu3
sr_number_DOgNQoZOLhGT9cLUzk8x,null,rnsn_s7OB7usHcnaut2-Ga8zM,1.0,null,document_number_66Tw5DPDhZnngdrsqZd7
sr_number_0II06EYx2gyBHeME7QGl,Issue from Inventory,rnsn_eSdoWgDtXT1P_OM_kO4M,1.0,43270.0,null
sr_number_lYJg6iXeo6nOPvklnp7h,null,rnsn_zLfKvZd-T0-6cSGEWP42,1.0,null,document_number_wYLFGd5KFXgW--qAUmO6
sr_number_1YOu0BKea6a4Z0lUB37h,Issue from Inventory,rnsn_3svdkVla2IgcOLwmiOFl,1.0,30.9,null
sr_number_1YOu0BKea6a4Z0lUB37h,Issue from Inventory,rnsn_KEVMqy87Nz-kfa61_SMg,1.0,0.95,null
sr_number_1YOu0BKea6a4Z0lUB37h,Issue from Inventory,rnsn_EDE94XKzvUky9HZVxirB,1.0,19.08,null
sr_number_1YOu0BKea6a4Z0lUB37h,Issue from Inventory,rnsn_DBtCZ1g5TFk5H0NaFFeE,1.0,7.21,null
sr_number_1YOu0BKea6a4Z0lUB37h,Issue from Inventory,rnsn_q6CvOwN77WKclNIWimtI,1.0,0.5,null
sr_number_1YOu0BKea6a4Z0lUB37h,Issue from Inventory,rnsn_JH4ZXq9r2AA_LDns_pM2,1.0,0.71,null
sr_number_NxWBKKr6w1n5VHlajnT5,SECREP Exchange,rnsn_8Xz9-_hDF7ymeooXffTO,1.0,1059.25,document_number_rgpJ6EOvsE8Gz1OgsFaH
sr_number_QOWvFBo2Cuepc9G4TLoj,Issue from Inventory,rnsn_r_FqxgPGV9J0y1g54YbC,3.0,681.28,null
sr_number_wSwhKnyDjHwuMl44k4NA,Issue from Inventory,rnsn_02dQZOOorbbXllbaxNG8,1.0,494.35,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_7-M68tbvZQQWTuZTvBB7,1.0,0.32,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_0G0JUDhh24sJla_7ENj6,1.0,38.89,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_28WQwc-QK2PUZoyaAflp,1.0,6.64,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_1eN3OghA2_ydpAlnoAMF,1.0,15.25,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_iZFGz4KJh-TLI2R5KYJB,2.0,190.58,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_tJfD-GzQHOBfb7UgNs-b,1.0,65.5,null
sr_number_kJPOTo-xGH34QSICr_sQ,Issue from Inventory,rnsn_WNA6X60x3SzgiXm3b6EL,1.0,1.33,null
sr_number_i74DJp95wqO2Cwrij8LB,Issue from Inventory,rnsn_gwe4iMO4lC6PmwjUIG56,25.0,0.01,null
sr_number_i74DJp95wqO2Cwrij8LB,Issue from Inventory,rnsn_FIRvFdBPAbBg9MbGQsxQ,25.0,0.01,null
sr_number_88hqX0xxDCE3IMKe-wGC,Issue from Inventory,rnsn_Hy3-0WDYjIOHlskHA7Qh,1.0,98.96,null
sr_number_z3yN1Ru6jSfh4KA5dMLn,Issue from Inventory,rnsn_4h-GjB2JpIn0e-zZJxhM,5.0,1.29,null
sr_number_z3yN1Ru6jSfh4KA5dMLn,Issue from Inventory,rnsn_0vl_nmXAljl6O1TXrxab,1.0,22.02,null
sr_number_z3yN1Ru6jSfh4KA5dMLn,Issue from Inventory,rnsn_oWUoNUrYiXNzblgbw3zd,1.0,59.69,null
sr_number_z3yN1Ru6jSfh4KA5dMLn,Issue from Inventory,rnsn_z8_LyFpBrU5tAIHRDQhr,2.0,176.47,null
sr_number_byQt0nSexWzuNd9tYvxT,Issue from Inventory,rnsn_53P6pgqSyckxTnPZP_qd,12.0,48.84,null
sr_number_byQt0nSexWzuNd9tYvxT,Issue from Inventory,rnsn_OEc_tYZXW_18pKXLKrSP,4.0,14.32,null
sr_number_erfFjVTNmdqX5gZs6IxM,Issue from Inventory,rnsn_Y6TqqWtZDzYLDLaX0Xdz,1.0,47.48,null
sr_number_erfFjVTNmdqX5gZs6IxM,Issue from Inventory,rnsn_j-QpRXb3ZdQ0s0G0WjFo,1.0,76.89,null
sr_number_HLpFeiuo7PdIGgi5QuGj,Issue from Inventory,rnsn_W5kg1Py8YofHT1wsVo5l,1.0,52.43,null
sr_number_kdoC6awgOIDObGc2TBVy,Issue from Inventory,rnsn_JtY_C48EhSJjLOAfaDO2,1.0,182.76,null
sr_number_H7ndaGYZZrAKcfbB0ys1,null,rnsn_bHiIrKdrHx_oJ1aO0-Pm,2.0,null,document_number_FXOL6wDMv-av7oEjnT43
sr_number_pS_D98lzJMB0pMqMNUJX,Issue from Inventory,rnsn_es_4Wl5XYanDF_Zb-3xz,1.0,3295.67,null
sr_number_SVCMAoY4w01J8vvKodWg,null,rnsn__YY71EA3LdBvas6bVKtD,1.0,null,document_number_Uz_a7p2EkY2mfvp0DxQ2
sr_number_SVCMAoY4w01J8vvKodWg,null,rnsn_5MGcyOIY98bwh_jJ7wvL,1.0,null,document_number_KOUcX_pmZZJepRfvpBcK
sr_number_U6gZgxz5TXZEGbGyvlyD,Issue from Inventory,rnsn_3P1Wx1NOIyl0fw0ATPyp,1.0,684.16,null
sr_number_roeL4GoUhYkzXDf9LDP7,SECREP Exchange,rnsn_4Bodk9JUIZvbSn1ccl7l,1.0,6000.0,document_number_1jr1OisHI5aAApxh1a8-
sr_number_mjAi1ZCnrzKf7VjEXLrw,Issue from Inventory,rnsn_NNpGRC4q7WM-nR7ERaNu,1.0,1447.0,null
sr_number_hxXArgtblEv3b-TtY0G8,Issue from Inventory,rnsn_5xiSNQvKV06BGaW0FyM_,1.0,2118.0,null
sr_number_OamdcOQwFOxAf1i-8J77,Issue from Inventory,rnsn_5xiSNQvKV06BGaW0FyM_,1.0,2118.0,null
sr_number_4tryTty7AF0XbSEmsVA2,Issue from Inventory,rnsn_wYV271mKIG1SwKgHYqcJ,1.0,1859.79,null
sr_number_4tryTty7AF0XbSEmsVA2,Issue from Inventory,rnsn_wYV271mKIG1SwKgHYqcJ,1.0,1859.79,null
sr_number_VzAOiEUSR6-_pBfXrLnN,Issue from Inventory,rnsn_8uItiwD2UQmBB5wrKsbL,1.0,103.74,null
sr_number_8QodYdPCDYkkj9Y8x2CS,Issue from Inventory,rnsn_Pv0EZjIz1Zpz3WS0bn4a,1.0,4.85,null
sr_number_8QodYdPCDYkkj9Y8x2CS,Issue from Inventory,rnsn_0G30O8jV0kLG9WAGkfMx,1.0,200.54,null
sr_number_8QodYdPCDYkkj9Y8x2CS,Issue from Inventory,rnsn_xRkCXWLj5i-_aQzkqkA0,1.0,391.44,null
sr_number_8QodYdPCDYkkj9Y8x2CS,Issue from Inventory,rnsn_uqAXq9W1ZL0zmNTaXxnI,1.0,454.37,null
sr_number_csFHAS_AY01gLOb8lvat,Issue from Inventory,rnsn_UWveYpdTvzd5HsUl5bgb,1.0,98.58,null
sr_number_9PzXcybTudJXs8mER31x,Issue from Inventory,rnsn_iinTd0P3ceCMwwcKCYEH,1.0,313.08,null
sr_number_jwtjPD3EelQuyuOnkzGr,SECREP Exchange,rnsn_4Bodk9JUIZvbSn1ccl7l,1.0,6000.0,document_number_JlmAR499ZwvL6jUJVTHA
sr_number_d5Wu9r7WDyipfcR1U85T,Issue from Inventory,rnsn_eZONeoh37Ghs2dFbVCcm,1.0,47434.04,null
sr_number_d5Wu9r7WDyipfcR1U85T,SECREP Exchange,rnsn_eZONeoh37Ghs2dFbVCcm,1.0,47434.04,document_number_HT-iidjPRjgO17YPR5CK
sr_number_vvMKyXxyLRwnxPTnP9hn,Issue from Inventory,rnsn_aZ_hgkbvLILQ-CXlyjB6,1.0,197.19,null
sr_number_4QpkKbHss9bn2r57DMZd,null,rnsn_pVEVgQ0bMnrYw0pGCNHm,1.0,null,document_number_90ghqz62g67OjXL5re80
sr_number_4QpkKbHss9bn2r57DMZd,null,rnsn_tCuOtTWl8XKItr1Q2hSS,1.0,null,document_number_ki2hwpsBhJZeVy3e6su8
sr_number_4QpkKbHss9bn2r57DMZd,null,rnsn_62UBsCL8ohjWH5Mlcp5t,1.0,null,document_number_JcK3kgBsO51NdftQ3a8e
sr_number_4QpkKbHss9bn2r57DMZd,null,rnsn_MYAqUODc4kvmllNJwFDN,1.0,null,document_number_JeFg8-JehuyEfIDA3_qz
sr_number_i13S1rSn4gy6bbPRWw7J,null,rnsn_62UBsCL8ohjWH5Mlcp5t,1.0,null,document_number_rrN8peWxQkF47F4nZ-En
sr_number_i13S1rSn4gy6bbPRWw7J,null,rnsn_MYAqUODc4kvmllNJwFDN,1.0,null,document_number_PnTmK2d_IKyDT6WjLsWJ
sr_number_P7u-ihcaCiG2zSiAOnay,null,rnsn_vUEZQ1CD1jcB-6CfZRdq,1.0,null,document_number_4_56iycuGBzYXb9-ygd7
sr_number_P7u-ihcaCiG2zSiAOnay,null,rnsn_DBZKn7yKQYSd4S-X-tyw,1.0,null,document_number_O5IfCplxhaGJTqDo6T_z
sr_number_16b9ZjKaTqI-JVhT1mcO,null,rnsn_KVpXKr-AZ_ys3xktRuid,1.0,null,document_number_K1iBmEmmZkk6osEu9pfN
sr_number_16b9ZjKaTqI-JVhT1mcO,null,rnsn_tDC42Pg8ccRP5cSzBW-g,1.0,null,document_number_e0f2M1ZT3dRNNOAhlL-I
